clouds.all,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain,rain.1h,rain.3h,snow,snow.3h,sys.country,weather,wind.deg,wind.gust,wind.speed
5,22.8938,-109.9112,1553550939,3985710,,32,1016.0,,81.63,87.01,75.0,Cabo San Lucas,,,,,,MX,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02d'}]",240.0,,10.29
92,7.9808,49.8184,1553551370,60019,1000.77,98,1011.82,1011.82,80.01,80.01,80.01,Eyl,,,0.125,,,SO,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",61.5003,,9.64
40,-42.8826,147.3281,1553551215,2163355,,43,1002.0,,53.47,55.4,52.0,Hobart,,,,,,AU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",300.0,,21.92
68,-21.2078,-159.775,1553549400,4035715,,83,1013.0,,82.4,82.4,82.4,Avarua,,,0.13,,,CK,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",70.0,,10.29
75,-53.1627,-70.9081,1553551351,3874787,,82,1020.0,,51.42,51.8,51.01,Punta Arenas,,,,,,CL,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",250.0,,25.28
20,-3.7125,-38.6045,1553551200,6320062,,78,1010.0,,81.75,82.4,81.0,Vila Velha,,,,,,BR,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",30.0,,3.36
40,33.9258,134.505,1553549678,1865309,,75,1014.0,,45.7,48.2,42.8,Katsuura,,,,,,JP,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",150.0,,3.36
20,-34.5331,20.0428,1553551243,1015776,,77,1022.0,,62.6,64.4,61.0,Bredasdorp,,,,,,ZA,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",300.0,,2.24
75,-20.4081,57.7,1553551147,934322,,94,1009.0,,75.92,77.0,75.0,Mahebourg,,,,,,MU,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09n'}]",150.5,,11.43
88,60.4667,166.1,1553551374,2120591,957.17,80,976.66,976.66,15.66,15.66,15.66,Tilichiki,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",4.50031,,17.47
48,4.8874,-1.752,1553551375,2294915,1008.21,96,1011.14,1011.14,82.35,82.35,82.35,Takoradi,,,,,,GH,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",218.5,,6.73
0,-16.4976,27.605,1553551375,917011,917.65,78,1009.82,1009.82,68.67,68.67,68.67,Gwembe,,,,,,ZM,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",341.5,,3.49
0,17.4656,120.6017,1553551377,1689635,973.81,78,1014.46,1014.46,62.1,62.1,62.1,San Isidro,,,,,,PH,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",95.0003,,2.37
75,70.9963,24.6622,1553548800,779622,,86,1003.0,,28.4,28.4,28.4,Havoysund,,,,,,NO,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}]",290.0,,18.34
75,65.2824,-126.8328,1553547600,6089245,,83,1013.0,,44.6,44.6,44.6,Norman Wells,,,,,,CA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",260.0,,9.17
40,-25.6696,-53.8047,1553547600,3467400,,54,1014.0,,81.5,82.4,80.6,Capanema,,,,,,BR,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",230.0,,4.7
0,-6.9733,-34.8352,1553547600,3404558,,78,1010.0,,82.4,82.4,82.4,Cabedelo,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",160.0,,6.93
0,48.7625,-91.6247,1553551380,5888001,978.53,34,1029.94,1029.94,35.28,35.28,35.28,Atikokan,,,,,,CA,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",298.5,,5.95
40,-28.24,-48.6703,1553547600,3461370,,73,1013.0,,75.2,75.2,75.2,Imbituba,,,,,,BR,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",170.0,,10.29
12,-19.55,169.2667,1553551381,2136825,1011.81,100,1013.86,1013.86,79.38,79.38,79.38,Isangel,,,0.28,,,VU,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",112.5,,18.7
0,-21.6403,-41.0512,1553547600,3448903,,74,1012.0,,80.6,80.6,80.6,Sao Joao da Barra,,,,,,BR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",130.0,,6.93
90,61.5996,-149.1111,1553551348,5871146,,65,1024.0,,43.99,46.99,39.99,Palmer,,,,,,US,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",23.5003,,1.92
0,24.3716,88.5921,1553551382,1185128,1006.93,71,1009.06,1009.06,69.39,69.39,69.39,Rajshahi,,,,,,BD,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",78.0003,,1.48
8,-39.8941,176.6247,1553551156,2185329,,53,1023.0,,72.0,72.0,72.0,Otane,,,,,,NZ,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",270.0,1.79,1.01
90,37.4636,-122.4286,1553551241,5354943,,82,1019.0,,59.4,64.99,55.0,Half Moon Bay,,0.51,,,,US,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",180.0,9.8,16.11
40,-42.7802,147.0615,1553551335,2155415,,43,1002.0,,53.46,55.4,52.0,New Norfolk,,,,,,AU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",300.0,,21.92
92,5.6687,-53.7785,1553551384,3381041,1006.21,74,1011.18,1011.18,79.02,79.02,79.02,Mana,,,,,,GF,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",42.5003,,4.72
0,-31.9651,141.4511,1553547600,2173911,,71,1021.0,,51.8,51.8,51.8,Broken Hill,,,,,,AU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",150.0,,8.05
44,47.5335,134.7579,1553551385,2013229,973.57,70,1000.26,1000.26,27.72,27.72,27.72,Vyazemskiy,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",239.5,,6.73
0,61.9449,76.6625,1553551385,1497210,1014.93,92,1024.14,1024.14,29.16,29.16,29.16,Novoagansk,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",180.0,,7.96
48,60.1432,-45.2372,1553551386,3421765,987.89,100,1000.06,1000.06,27.63,27.63,27.63,Nanortalik,,,,,,GL,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",238.5,,23.85
0,29.9576,122.298,1553551386,1795632,1020.53,86,1021.94,1021.94,50.94,50.94,50.94,Shenjiamen,,,,,,CN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",229.0,,7.96
56,70.6192,147.9022,1553551386,2126123,1018.53,63,1020.86,1020.86,-7.84,-7.84,-7.84,Chokurdakh,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",15.0003,,6.73
88,59.1239,33.3454,1553551387,523051,987.33,95,1000.7,1000.7,32.22,32.22,32.22,Nebolchi,,,0.14,,,RU,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",187.0,,2.48
0,-35.1018,173.7751,1553551387,2189343,,76,1026.0,,72.0,72.0,72.0,Kaeo,,,,,,NZ,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",3.0,5.81,7.0
40,19.2833,-81.25,1553551204,3580733,,78,1014.0,,81.73,82.4,81.0,Bodden Town,,,,,,KY,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09d'}]",10.0,,5.82
75,33.3739,134.1415,1553548200,1856392,,87,1015.0,,46.4,46.4,46.4,Muroto,,,,,,JP,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",300.0,,5.82
0,-37.6167,-73.6501,1553551388,3883457,1011.81,88,1015.26,1015.26,56.34,56.34,56.34,Lebu,,,,,,CL,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",190.5,,19.15
32,-41.0524,145.9064,1553551384,2173125,,74,1006.0,,50.99,52.0,50.0,Burnie,,,0.01,,,AU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",307.0,7.15,3.0
48,-25.2986,152.8535,1553547600,2146219,,94,1015.0,,73.4,73.4,73.4,Hervey Bay,,,,,,AU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",200.0,,1.12
88,-0.6,73.0833,1553551389,1282256,1009.09,100,1009.1,1009.1,84.87,84.87,84.87,Hithadhoo,,,0.14,,,MV,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",46.5003,,11.65
90,66.149,-65.7179,1553547600,6096551,,47,992.0,,12.2,12.2,12.2,Pangnirtung,,,,,,CA,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",70.0,11.8,14.99
20,-1.5747,9.2618,1553551390,2396853,1011.57,100,1011.62,1011.62,82.17,82.17,82.17,Omboue,,,,,,GA,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",264.5,,5.73
88,-34.4176,19.2361,1553551297,3366880,,95,1018.0,,62.65,64.0,61.0,Hermanus,,,0.16,,,ZA,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",116.0,,5.95
76,52.26,87.1175,1553551391,1488920,972.93,93,1031.42,1031.42,23.67,23.67,23.67,Turochak,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",40.0003,,2.37
75,-13.8834,167.55,1553547600,2134814,,79,1010.0,,84.2,84.2,84.2,Sola,,,,,,VU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",130.0,,9.17
76,-14.2667,50.1667,1553551392,1056899,1007.17,100,1009.62,1009.62,79.74,79.74,79.74,Sambava,,,7.685,,,MG,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",227.5,,2.48
92,39.5089,54.3631,1553551392,161616,975.57,93,1015.18,1015.18,46.71,46.71,46.71,Balkanabat,,,2.62,,,TM,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",345.5,,2.59
0,53.0452,158.6483,1553549400,2122104,,53,986.0,,21.2,21.2,21.2,Petropavlovsk-Kamchatskiy,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",350.0,,11.18
92,67.4672,86.5698,1553551393,1505991,1013.17,90,1020.58,1020.58,27.27,27.27,27.27,Igarka,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",215.5,,13.56
1,33.3316,-105.6731,1553551344,5488598,,13,1026.0,,64.74,72.0,60.01,Ruidoso,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",100.0,9.3,12.75
80,72.7868,-56.1549,1553551394,3418910,981.33,100,984.5,984.5,7.74,7.74,7.74,Upernavik,,,,,,GL,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",346.5,,19.82
75,47.6577,-52.727,1553551307,6167817,,74,1007.0,,34.47,36.0,33.01,Torbay,,,,,,CA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",240.0,11.3,19.46
92,-46.1324,167.6908,1553551209,2180815,,96,1003.0,,59.0,59.0,59.0,Tuatapere,,,2.47,,,NZ,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",228.0,5.36,5.99
20,8.9251,-12.856,1553547600,2406067,,74,1011.0,,80.6,80.6,80.6,Mange,,,,,,SL,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",260.0,,6.93
0,26.586,101.7179,1553551395,6929460,825.89,37,1012.54,1012.54,52.92,52.92,52.92,Panzhihua,,,,,,CN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",172.5,,4.38
68,24.0333,-74.5167,1553551396,3572627,1016.53,100,1016.7,1016.7,74.25,74.25,74.25,Cockburn Town,,,,,,BS,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",89.0003,,14.79
92,63.4427,-20.2734,1553551396,3412093,998.21,92,1003.98,1003.98,45.54,45.54,45.54,Vestmannaeyjar,,,1.635,,,IS,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",212.5,,25.64
36,65.087,12.3715,1553551202,3134658,,92,1007.0,,32.07,34.0,30.2,Terrak,,,,,,NO,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}, {'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09n'}]",40.0,,6.93
0,45.4344,40.575,1553551217,540761,,79,1016.0,,35.01,35.01,35.01,Kropotkin,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",109.5,,6.62
92,9.4942,50.8122,1553551398,64814,1007.33,100,1012.26,1012.26,80.64,80.64,80.64,Bandarbeyla,,,,,,SO,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",91.0003,,7.63
75,-19.0596,-169.9187,1553547600,4036284,,69,1014.0,,82.4,82.4,82.4,Alofi,,,,,,NU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",120.0,,14.99
0,70.3705,31.1107,1553548800,777019,,67,1001.0,,23.0,23.0,23.0,Vardo,,,,,,NO,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",260.0,,26.4
48,50.6789,156.125,1553551399,2121385,984.77,100,998.14,998.14,27.72,27.72,27.72,Severo-Kurilsk,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",289.0,,19.48
1,42.1307,-70.9162,1553551396,4948924,,48,1017.0,,44.74,50.0,39.0,Rockland,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",130.0,,8.05
32,-34.7212,135.8592,1553551400,2063036,1019.65,100,1023.3,1023.3,57.87,57.87,57.87,Port Lincoln,,,,,,AU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",231.5,,8.75
92,27.9254,96.1647,1553551400,1254709,870.45,60,1013.98,1013.98,58.86,58.86,58.86,Tezu,,,,,,IN,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",32.5003,,1.59
75,35.7387,139.5312,1553551357,1850144,,71,1013.0,,50.77,54.0,44.6,Nishihara,,,,,,JP,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",80.0,,5.82
0,53.185,44.0529,1553550551,553725,,60,991.0,,34.0,34.0,34.0,Kamenka,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",253.0,,9.42
75,17.0197,-25.0648,1553547600,3374336,,46,1014.0,,73.4,73.4,73.4,Porto Novo,,,,,,CV,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",100.0,,4.7
20,38.7333,-27.0667,1553551248,3372760,,87,1024.0,,58.5,59.0,57.99,Praia da Vitoria,,,,,,PT,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",115.5,,12.55
75,-20.3428,57.7575,1553551147,1106677,,94,1009.0,,75.97,77.0,75.0,Bambous Virieux,,,,,,MU,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09n'}]",150.5,,11.43
75,-32.7219,152.1441,1553551365,2155562,,73,1014.0,,68.94,71.01,66.0,Nelson Bay,,,,,,AU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",210.0,,11.41
1,60.5544,-151.2584,1553551326,5866063,,60,1024.0,,44.49,46.0,42.8,Kenai,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",210.0,,5.82
44,60.0603,69.9229,1553551404,1506268,1009.17,82,1018.1,1018.1,34.11,34.11,34.11,Gornopravdinsk,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",163.0,,10.42
64,49.6333,117.3167,1553551405,2012780,930.21,55,1023.22,1023.22,4.86,4.86,4.86,Zabaykalsk,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",331.0,,2.71
92,-29.4618,149.8407,1553550369,2156927,,78,1016.0,,71.82,72.0,71.6,Moree,,,0.45,,,AU,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",160.0,,1.12
90,-33.6856,-71.2146,1553547600,3880107,,93,1016.0,,70.88,80.6,53.6,Melipilla,,,,,,CL,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",,,3.36
75,33.7447,132.7901,1553549610,1864226,,66,1015.0,,45.77,48.2,44.6,Tobe,,,,,,JP,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",70.0,,3.36
92,5.3505,48.5268,1553551406,57000,1001.81,91,1010.98,1010.98,80.73,80.73,80.73,Hobyo,,,,,,SO,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",68.5003,,11.54
0,43.7176,39.6062,1553549400,823676,,100,1015.0,,36.64,37.0,35.6,Gornoye Loo,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",83.0003,,3.04
0,-9.8,-139.0334,1553551408,4020109,1011.89,100,1011.9,1011.9,82.26,82.26,82.26,Atuona,,,,,,PF,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",101.5,,17.02
20,78.2186,15.6401,1553547000,2729907,,65,1005.0,,8.6,8.6,8.6,Longyearbyen,,,,,,SJ,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",70.0,,5.82
68,48.9723,140.2878,1553551408,2121052,996.93,99,1007.82,1007.82,14.31,14.31,14.31,Sovetskaya Gavan,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",42.0003,,4.38
44,-45.874,170.5035,1553551142,2191562,965.17,67,1003.5,1003.5,68.76,68.76,68.76,Dunedin,,,,,,NZ,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",343.0,,14.23
90,7.0419,134.2556,1553547300,7671223,,83,1012.0,,78.8,78.8,78.8,Kloulklubed,,,,,,PW,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",37.5003,,9.42
44,52.2138,24.3564,1553551409,627145,991.57,68,1010.86,1010.86,37.8,37.8,37.8,Kobryn,,,,,,BY,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",302.5,,10.76
0,47.2444,47.0355,1553551410,467479,1018.05,75,1017.34,1017.34,29.97,29.97,29.97,Yenotayevka,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",187.0,,2.71
40,28.3667,129.4833,1553549400,1855540,,67,1016.0,,62.6,62.6,62.6,Naze,,,,,,JP,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",330.0,,11.41
32,7.1371,5.2583,1553551411,2326168,978.29,86,1011.02,1011.02,76.05,76.05,76.05,Ilesha,,,1.755,,,NG,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",216.0,,3.6
0,22.5702,59.5299,1553551293,286245,981.89,88,1012.62,1012.62,74.43,74.43,74.43,Sur,,,,,,OM,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",186.5,,12.1
0,-33.0117,17.9442,1553547600,3361934,,82,1018.0,,59.0,59.0,59.0,Saldanha,,,,,,ZA,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",210.0,,13.87
75,69.2167,-51.1,1553547000,3423146,,86,987.0,,26.6,26.6,26.6,Ilulissat,,,,,,GL,"[{'id': 521, 'main': 'Rain', 'description': 'proximity shower rain', 'icon': '09d'}]",200.0,,11.41
90,-1.7625,-48.8044,1553551200,3408424,,94,1011.0,,75.2,75.2,75.2,Ipixuna,,,,,,BR,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",20.0,,4.7
75,66.0449,-17.3389,1553547600,2629833,,61,997.0,,46.4,46.4,46.4,Husavik,,,,,,IS,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",190.0,,24.16
75,6.1134,-75.9846,1553547600,3688840,,69,1016.0,,72.32,75.2,69.8,Betulia,,,,,,CO,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}]",360.0,,18.34
0,63.7541,121.6265,1553551414,2013392,1002.45,70,1021.62,1021.62,-2.08,-2.08,-2.08,Vilyuysk,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",262.0,,5.06
20,1.3012,124.9109,1553551200,1623424,,100,1012.0,,71.6,71.6,71.6,Tondano,,,,,,ID,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",190.0,,1.12
76,35.541,106.6799,1553551414,1798760,846.77,66,1019.98,1019.98,33.84,33.84,33.84,Pingliang,,,,,,CN,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",284.5,,2.04
75,-3.2041,-52.21,1553547600,3407882,,94,1009.0,,77.0,77.0,77.0,Altamira,,,,,,BR,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",330.0,,3.36
68,62.5333,155.8,1553551416,2122493,906.05,74,1000.74,1000.74,3.15,3.15,3.15,Omsukchan,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",347.5,,12.77
0,-41.8682,-73.8288,1553547600,3899695,,63,1020.0,,60.8,60.8,60.8,Ancud,,,,,,CL,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",150.0,,8.05
56,-19.6419,17.3441,1553551417,3353934,852.05,75,1011.42,1011.42,64.44,64.44,64.44,Otavi,,,,,,NA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",305.5,,1.36
92,-46.2818,169.8464,1553551417,2208248,985.17,70,1001.5,1001.5,69.93,69.93,69.93,Kaitangata,,,,,,NZ,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",338.0,,15.01
92,38.4362,57.4316,1553551417,162158,969.65,91,1013.38,1013.38,50.49,50.49,50.49,Baherden,,,0.315,,,TM,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",174.0,,2.48
90,0.6104,-80.0186,1553547600,3653967,,100,1008.0,,77.0,77.0,77.0,Muisne,,,,,,EC,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",190.0,,3.36
